Number;Start time in milliseconds;End time in milliseconds;"Text"
115;538125;541708,3334;"I don't know where that is,
but I could learn, if you'd let me."
116;542291,6667;543250;"No."
117;544625;547375;"Because I'm a girl
and girls can't be witchers."
118;547833,3334;550250;"Which I think is probably
the stupidest thing I've ever heard."
119;550333,3334;551250;"Hm."
120;552083,3334;553041,6667;"I want more."
121;554083,3334;555083,3334;"I have to be more,"
122;555166,6667;557791,6667;"because I don't know what to do
in Blaviken for the rest of my life,"
123;557875;559625;"except go to the boring old market."
124;560500;561541,6667;"And kill rats."
125;562041,6667;563083,3334;"And dogs."
126;568583,3334;569708,3334;"Here we are."
127;576708,3334;577791,6667;"Hold Roach."
128;578500;580083,3334;"-[whinnies]
-Be nice."
129;581666,6667;582750;"[Marilka] Hey, Roach."
130;590958,3334;592541,6667;"[chiming sound]"
131;592625;594291,6667;"[low, resonating hum]"
132;610375;612208,3334;"[bird calling]"
133;621416,6667;622375;"Greetings."
134;623666,6667;624791,6667;"I am Stregobor."
135;627458,3334;629291,6667;"Master Stregobor."
136;630166,6667;631041,6667;"Sorcerer."
137;631125;633250;"I have a kikimora for Master Irion."
138;633333,3334;635708,3334;"Yes, well, forgive the confusion."
139;635791,6667;639458,3334;"Irion created this tower,
but he's been dead 200 years."
140;640416,6667;643625;"So, in order to honor him,
I've taken his name as my..."
141;644333,3334;646416,6667;"personal sobriquet."
142;646916,6667;648083,3334;"Hm."
143;648166,6667;649791,6667;"He create this illusion, too?"
144;649875;651541,6667;"No, this is, uh... this is..."
145;652541,6667;654041,6667;"my own creation."
146;655458,3334;657250;"Helps pass time more delightfully."
147;658000;660666,6667;"Because you're in hiding, Stregobor."
148;660750;662208,3334;"How very clever of you..."
149;663458,3334;664458,3334;"Witcher."
150;672500;675000;"Not often do we see your likeness
here in Blaviken."
151;675083,3334;676791,6667;"Not many of my likeness left."
152;677333,3334;678291,6667;"Hm."
153;679000;681791,6667;"I'd offer you my condolences, but..."
154;682625;684958,3334;"I seem to remember
that witchers don't feel..."
155;685875;686875;"anything."
156;688625;690708,3334;"I'm grateful destiny brought you to me."
157;690791,6667;692000;"Marilka brought me to you."
158;692083,3334;694416,6667;"Oh, Marilka. Marilka works for me."
159;695958,3334;696958,3334;"Now and then."
160;698208,3334;699958,3334;"On matters of great import."
161;700833,3334;703291,6667;"A reclusive sorcerer who uses an alias"
162;703375;706083,3334;"and hires a young girl
to procure him a witcher."
163;707000;708333,3334;"You don't want my monster."
164;709791,6667;711333,3334;"You want me to kill yours."
165;711416,6667;712416,6667;"Very clever."
166;713333,3334;714166,6667;"Indeed."
167;714250;716083,3334;"-What kind?
-The worst kind."
168;718083,3334;719166,6667;"The human kind."
169;720583,3334;721958,3334;"Its name is Renfri."
170;725291,6667;726500;"Hm."
171;736208,3334;737208,3334;"-[laughter]
-Damn it."
172;738083,3334;739416,6667;"-[sighs]
-Go on, Martin."
173;740166,6667;741458,3334;"-Ah! Five.
-Yeah!"
174;742250;744541,6667;"-Not yet.
-There's no way you can get five."
175;744625;746791,6667;"You're not taking a bite of that bread
before I try."
176;746875;748458,3334;"[distant clatter of hooves]"
177;755958,3334;758166,6667;"-Better throw those knuckles.
-Go on, then."
178;758250;759750;"[hoofbeats approaching]"
179;759833,3334;761208,3334;"-[laughter]
-Told ya."
180;764125;765833,3334;"I didn't steal the bread. Korin did!"
181;765916,6667;767916,6667;"-Quick! Quick!
-Hey, shut up, you twat!"
182;770000;771541,6667;"You need to come with us."
183;776833,3334;780041,6667;"[woman] As your Queen,
I grant you this commendation,"
184;780625;784125;"which will symbolize your duty
and bond as liegemen"
185;784208,3334;786708,3334;"in fealty to the crown of Cintra."
186;793000;796291,6667;"Could use with a bit of feel-ty myself
right now."
187;800208,3334;801041,6667;"Gross."
188;801125;804666,6667;"[Queen] Do you promise to defend
to your utmost the weak, the orphaned..."
189;804750;808416,6667;"-Late wee pups don't get to bark.
-I was playing in the square."
190;808500;809625;"...speak only the truth..."
191;809708,3334;811916,6667;"-Knucklebones?
-...loyal and brave..."
192;812000;813958,3334;"Did you win this time?
Like I showed you."
193;814041,6667;815708,3334;"-...at any cost...
-I would have,"
194;815791,6667;818291,6667;"if the horsemen of doom hadn't
ridden up like that."
195;818375;820833,3334;"-I grant you this...
-If you can't win a game of knucklebones"
196;820916,6667;822791,6667;"-for fear of a few horses...
-...duty and bond..."
197;822875;824541,6667;"...what'll you do when you go into battle?"
198;824625;827125;"-...in fealty to the crown of Cintra.
-[sighs]"
199;827208,3334;829458,3334;"[sighs] 
At least you didn't shit your kecks."
200;831500;832791,6667;"As members of the Royal Family,"
201;832875;837166,6667;"is it too much to ask
that you exercise a modicum of respect?"
202;838458,3334;839541,6667;"Especially you."
203;840833,3334;843958,3334;"This is your duty
as king and grandfather."
204;845500;846333,3334;"[King sighs]"
205;846416,6667;849416,6667;"Grant me leave, my Queen.
I am worn from my trip to the Isles."
206;851708,3334;853916,6667;"And my bedchamber duties before that."
207;854708,3334;855583,3334;"Gross."
208;856625;857750;"-[chuckles]
-As your Queen,"
209;857833,3334;860291,6667;"I grant you this commendation,"
210;860375;862750;"which will symbolize
your duty and bond..."
211;862833,3334;866125;"[Stregobor]
Destiny has many faces, Witcher."
212;866916,6667;869416,6667;"Mine, for example,
is beautiful on the outside, but..."
213;870000;871250;"hideous on the inside."
214;871916,6667;874833,3334;"She has stretched her bloody talons
towards me."
215;874916,6667;876250;"Wizards are all the same."
216;876875;880041,6667;"You talk nonsense
while making wise and meaningful faces."
217;882041,6667;884166,6667;"Speak normally."
218;888250;889708,3334;"Have you ever heard of the..."
219;890541,6667;891916,6667;"Curse of the Black Sun?"
220;893125;896041,6667;"First full eclipse in 1,200 years."
221;896125;898125;"It marked the imminent return
of Lilit,"
222;899125;902958,3334;"demon goddess of the night
sent to exterminate the human race."
223;904041,6667;906000;"According to the wise mage Eltibald,"
224;907000;911125;"Lilit's path was to be prepared
by 60 women wearing gold crowns"
225;911208,3334;913666,6667;"who'd fill the river valleys with blood."
226;913750;914583,3334;"Hm."
227;915416,6667;916416,6667;"Doesn't rhyme."
228;917416,6667;918791,6667;"All good predictions rhyme."
229;919375;922750;"I studied the girls born
around the Black Sun,"
230;922833,3334;926541,6667;"and I found horrendous
internal mutations among them."
231;927750;929000;"I tried to cure them,"
232;929625;931541,6667;"locked them in towers for safekeeping,"
233;931625;934041,6667;"but the girls always died."
234;934125;936583,3334;"Internal mutations?"
235;937125;940583,3334;"They were autopsied, of course,
to confirm my suspicions."
236;941541,6667;944708,3334;"But eliminating these women was
the lesser evil."
237;946000;948333,3334;"They could've drowned entire kingdoms
in blood."
238;949000;952250;"If you'd been alive during
Falka's Rebellion, seen what I saw--"
239;952333,3334;954041,6667;"Innocent women are dead."
240;958833,3334;959916,6667;"Hm."
241;960375;962833,3334;"But not Renfri, the beautiful one."
242;964791,6667;966541,6667;"She's after you."
243;966625;968708,3334;"Daughter of King Fredefalk of Creyden."
244;969791,6667;972875;"I delivered the princess myself
in the middle of the afternoon"
245;972958,3334;973958,3334;"in pitch black."
246;974041,6667;977083,3334;"Under the Black Sun, so... she's cursed."
247;977166,6667;978916,6667;"Do you consider me a fool, Witcher?"
248;979541,6667;983333,3334;"Do you think I did not conduct research?
Renfri was acutely affected."
249;983416,6667;987250;"Her stepmother, Aridea,
told me she tortured a canary,"
250;987333,3334;988583,3334;"strangled two puppies,"
251;988666,6667;991458,3334;"even gouged out her maid's eye
with a comb."
252;992625;995291,6667;"I admit what happened next was not ideal,
but..."
253;996208,3334;999583,3334;"with the lives of Aridea's own children
on the line, we had to act."
254;1000416,6667;1004333,3334;"So I dispatched someone
to follow Renfri into the woods."
255;1004416,6667;1005916,6667;"We found him in the brush,"
256;1006000;1008708,3334;"Renfri's antique brooch
jammed into his ear."
257;1011041,6667;1015166,6667;"After that, I organized a manhunt
to find the princess, but... eh..."
258;1015833,3334;1016791,6667;"she was gone."
259;1018083,3334;1019083,3334;"Two years."
260;1020000;1021541,6667;"Until she reappeared,"
261;1021625;1024458,3334;"robbing and murdering merchants
on the roads of Mahakam."
262;1024541,6667;1026958,3334;"Impaled them on sticks at first,
but soon,"
263;1027958,3334;1029458,3334;"she picked up sword skills."
264;1030750;1033250;"And now no man can defy her, it's said."
265;1033333,3334;1035875;"You're not a man. You're a magician."
266;1035958,3334;1038916,6667;"-She's resistant to magic.
-That's impossible in humans."
267;1039750;1040625;"Not..."
268;1041875;1043000;"mutated ones."
269;1044125;1046375;"She's chased me for years,
bent on revenge."
270;1046458,3334;1049916,6667;"And now she's tracked me here,
just as you arrived."
271;1051791,6667;1052625;"Destiny."
272;1055708,3334;1056791,6667;"Kill her."
273;1058791,6667;1060083,3334;"I'll pay you anything."
274;1060166,6667;1061625;"I kill monsters."
275;1061708,3334;1065125;"The kikimora kills because it's hungry,
Renfri kills for pleasure."
276;1065208,3334;1068291,6667;"She is a monster.
She is the last of Lilit's women."
277;1069125;1071833,3334;"And she possesses the power
to destroy us all."
278;1072541,6667;1075208,3334;"I don't believe anyone has that power."
279;1079708,3334;1083708,3334;"With the fate of the Continent at stake,
is that a chance you're willing to take?"
280;1085000;1086000;"There's your rhyme."
281;1089708,3334;1091416,6667;"Killing Renfri is..."
282;1091916,6667;1093416,6667;"the lesser evil."
283;1094875;1096416,6667;"Evil is evil, Stregobor."
284;1097208,3334;1099291,6667;"Lesser, greater,"
285;1100166,6667;1101166,6667;"middling..."
286;1102166,6667;1103166,6667;"it's all the same."
287;1104375;1105791,6667;"I'm not judging you."
288;1105875;1108083,3334;"I haven't only done good
in my life either."
289;1110000;1111000;"But now,"
290;1111958,3334;1115333,3334;"if I have to choose
between one evil and another,"
291;1117666,6667;1119416,6667;"then I prefer not to choose at all."
292;1129208,3334;1131208,3334;"-[laughter]
-[folk music playing]"
293;1139416,6667;1143166,6667;"These shindigs need a touch
of the old abracadabra."
294;1144333,3334;1146000;"At your service, Your Majesty."
295;1146083,3334;1148083,3334;"Tricks and illusions to delight."
296;1148583,3334;1151750;"He means to pull a disappearing act.
don't you?"
297;1152458,3334;1153875;"-No.
-Hm."
298;1163625;1166541,6667;"I saw the Wraiths of Mörhogg
over the channel this morning."
299;1166625;1168291,6667;"Yes, you mentioned."
300;1168375;1169875;"-Who?
-No good will come of it."
301;1169958,3334;1171583,3334;"They're an omen of war."
302;1171666,6667;1174125;"The North has been at war
since Nilfgaard took Ebbing."
303;1174583,3334;1178375;"If legend is true,
the Wild Hunt's years behind the curve."
304;1178791,6667;1181583,3334;"The Nilfgaardian force
crossed the Amell Pass."
305;1181666,6667;1183500;"Headed to Sodden, if they're smart."
306;1183583,3334;1187291,6667;"And if not, 50 of your Skelligen ships
are on the way."
307;1187375;1190000;"We have more knights.
We are prepared in case--"
308;1190083,3334;1191166,6667;"Prepared for what?"
309;1194333,3334;1196291,6667;"Nothing for you to be concerned about."
310;1197041,6667;1198916,6667;"Your dismissive tone says it is."
311;1199000;1200833,3334;"We're talking of war, girl."
312;1201833,3334;1202875;"With Nilfgaard?"
313;1204416,6667;1205416,6667;"-Why?
-Eist!"
314;1205500;1208583,3334;"Should we fall to Nilfgaard,
your granddaughter will rule."
315;1209333,3334;1211041,6667;"She needs to understand the way of things."
316;1211125;1214125;"We will not fall,
because we are not under attack!"
317;1215458,3334;1216791,6667;"She's a child."
318;1217666,6667;1220625;"You won your first battle in Hochebuz
when you were my age."
319;1221375;1222583,3334;"I've heard the ballad."
320;1222666,6667;1224708,3334;"Pretty ballads hide bastard truths."
321;1226500;1227583,3334;"It's a catchy song."
322;1227666,6667;1229416,6667;"Three thousand of my men died."
323;1233375;1234750;"If we must do this now,"
324;1235375;1236708,3334;"here is your first lesson."
325;1238833,3334;1243125;"As in life, it is impossible always
to be fully prepared for battle."
326;1244458,3334;1246208,3334;"Keep your sword close..."
327;1247041,6667;1248291,6667;"and keep moving."
328;1249166,6667;1250791,6667;"-[song ends]
-[cheering]"
329;1250875;1253000;"Your Majesty... Your Majesty."
330;1253625;1256541,6667;"Thank you for allowing our company
at this splendid affair."
331;1257166,6667;1259375;"Your Majesties. Your Highness."
332;1262416,6667;1263916,6667;"Would you honor me with a dance?"
333;1265458,3334;1267291,6667;"Uh... Martin--"
334;1267375;1268541,6667;"She'd love to."
335;1296541,6667;1299791,6667;"Reminds me
of your daughter's betrothal feast."
336;1301625;1305166,6667;"The night you finally saw sense, said yes."
337;1306125;1308375;"Made me the happiest man
on the Continent."
338;1309708,3334;1311625;"I did it to save my kingdom."
339;1312791,6667;1313625;"And, no,"
340;1314458,3334;1316666,6667;"you may not leave this shindig."
341;1325583,3334;1327625;"[whispers]
Your Majesty, my scouts have returned."
342;1329416,6667;1331416,6667;"Nilfgaard is on its way to Cintra."
343;1338500;1339875;"[Queen] I stand corrected."
344;1344291,6667;1345291,6667;"They're here."
345;1349166,6667;1350583,3334;"They're already here."
346;1356625;1358291,6667;"So much for being smart."
347;1360541,6667;1361916,6667;"You should tell the girl."
348;1364833,3334;1367000;"[Queen] Let her enjoy this night in peace."
349;1368916,6667;1370708,3334;"It may be her last for a while."
350;1378000;1380000;"[cheering]"
351;1384416,6667;1386083,3334;"[Roach neighing]"
352;1388875;1390958,3334;"[birdsong]"
353;1397208,3334;1398875;"[twigs cracking]"
354;1416333,3334;1417583,3334;"The girl this morning,"
355;1418958,3334;1420708,3334;"she took you to see Stregobor,
didn't she?"
356;1426333,3334;1429291,6667;"I know who you are, Renfri."
357;1431333,3334;1433541,6667;"You know that I want
to kill Stregobor, then."
358;1435875;1438916,6667;"I used to be a princess.
Did he tell you that?"
359;1441541,6667;1444166,6667;"Until he sent a thug into the woods
to kill me."
360;1444250;1445375;"You killed him."
361;1446000;1447291,6667;"With my mother's brooch."
362;1459791,6667;1460916,6667;"[sighs]"
363;1472583,3334;1474500;"Stregobor's man raped me..."
364;1477208,3334;1478750;"robbed me and let me go."
365;1481958,3334;1483250;"No more princess."
366;1487250;1488416,6667;"I had to survive."
367;1490291,6667;1492666,6667;"I stole rather than starve."
368;1493708,3334;1495416,6667;"I killed rather than be killed."
369;1499083,3334;1500833,3334;"Nohorn and the others saved me."
370;1502833,3334;1506125;"And they'll be by my side at the market
as I get my revenge."
371;1506208,3334;1509416,6667;"Lilit help me,
I will take down anyone in my way."
372;1514083,3334;1515125;"Unless..."
373;1516416,6667;1517916,6667;"destiny intervenes."
374;1525791,6667;1527791,6667;"You want me to kill Stregobor for you."
375;1529458,3334;1530791,6667;"It's the lesser evil."
376;1531458,3334;1533083,3334;"So I keep getting told."
377;1541416,6667;1543166,6667;"Stregobor asked you to kill me too."
378;1544958,3334;1547375;"'Cause I was a girl born
during an eclipse?"
379;1549125;1551291,6667;"I could've become so many things."
380;1552583,3334;1554041,6667;"Queen Calanthe of Cintra,"
381;1554583,3334;1556708,3334;"she just won her first battle at Hochebuz."
382;1558000;1560708,3334;"But here I am trying
to convince you I'm not--"
383;1560791,6667;1561791,6667;"A monster."
384;1565000;1565875;"Are you?"
385;1568208,3334;1569250;"How am I to know?"
386;1569958,3334;1572583,3334;"When I cut my finger, I bleed.
That's human, right?"
387;1573375;1575041,6667;"When I overeat, my stomach aches."
388;1575125;1576875;"When I'm happy, I laugh."
389;1576958,3334;1579541,6667;"When I'm upset, I swear.
And when I hate someone..."
390;1579625;1581875;"for stealing my whole life from me,
I kill him."
391;1583000;1584041,6667;"Hm."
392;1585333,3334;1587041,6667;"People call you a monster too."
393;1587708,3334;1588875;"A mutant."
394;1588958,3334;1590375;"What if they come after you?"
395;1591250;1592125;"Attack you?"
396;1592541,6667;1593541,6667;"They have."
397;1595500;1597791,6667;"Why not kill them?"
398;1597875;1598708,3334;"Because then..."
399;1602375;1604291,6667;"I am what they say I am."
400;1609500;1611125;"If I tell you, Witcher,"
401;1612125;1615708,3334;"that I can neither forgive Stregobor
nor renounce my revenge,"
402;1616916,6667;1617916,6667;"is that it?"
403;1619500;1620875;"I admit I'm a monster?"
404;1621958,3334;1622833,3334;"Yes."
405;1624208,3334;1625041,6667;"Or..."
406;1625708,3334;1627250;"you can leave Blaviken..."
407;1628583,3334;1629958,3334;"and finally live."
408;1635458,3334;1636791,6667;"You choose, Princess."
409;1644208,3334;1645375;"[Roach snorts]"
410;1656291,6667;1658000;"[wind whistling]"
411;1661125;1662666,6667;"[neighing]"
412;1664250;1666250;"[man yells] Keep it steady!"
413;1674583,3334;1675541,6667;"[man yells] Steady!"
414;1676125;1677291,6667;"[snorts]"
415;1677416,6667;1679541,6667;"[man yells] Stand by!"
416;1692541,6667;1694208,3334;"[neighing uneasily]"
417;1696625;1698625;"[thunder of hooves]"
418;1707750;1709750;"[all yelling]"
419;1715041,6667;1716750;"[man yells] Hold..."
420;1716833,3334;1720958,3334;"[Calanthe] Charge!"
421;1737041,6667;1739083,3334;"Not fair that I'm trapped here."
422;1739166,6667;1741500;"I could magically put you to sleep,
Princess."
423;1743666,6667;1744750;"Just an idea."
424;1744833,3334;1747666,6667;"-It's been two days.
-For you and everyone else in the castle."
425;1747750;1750083,3334;"The King and Queen ordered us
to remain here,"
426;1751916,6667;1753375;"and that's what we shall do."
427;1756625;1757958,3334;"And why are you not there?"
428;1759125;1760333,3334;"Wherever they are."
429;1761333,3334;1762666,6667;"My duty is to protect you."
430;1762750;1764416,6667;"You're resentful of that burden."
431;1764500;1765916,6667;"It's the greatest honor of my life."
432;1768000;1770416,6667;"[scoffs] You are both incredibly boring."
433;1774875;1775833,3334;"[sighs]"
434;1780083,3334;1781541,6667;"Many, many years ago,"
435;1781625;1784791,6667;"sorcerers were known
to lock little girls in towers."
436;1785541,6667;1787250;"I'm beginning to understand why."
437;1787333,3334;1789541,6667;"You know cautionary tales don't work
on me."
438;1790458,3334;1792125;"The girls were said to be cursed."
439;1792208,3334;1794750;"They were said to announce
the end of the human race."
440;1794833,3334;1795791,6667;"Ooh."
441;1797041,6667;1800000;"So they were systematically killed."
442;1800083,3334;1801083,3334;"The end."
443;1803666,6667;1804791,6667;"[sighs]"
444;1813666,6667;1814875;"[man sighs]"
445;1821291,6667;1822750;"Will my grandmother be all right?"
446;1825041,6667;1825916,6667;"[sighs]"
447;1833333,3334;1835333,3334;"You will be all right, Princess."
448;1836333,3334;1837833,3334;"You are her blood."
449;1840875;1843333,3334;"And the apple never falls far
from the tree."
450;1855250;1856750;"[yelling]"
451;1861875;1862875;"[yells]"
452;1866125;1867208,3334;"[groans]"
453;1870750;1871833,3334;"We're losing!"
454;1879208,3334;1881666,6667;"[screams] The ships from Skellige?"
455;1881750;1883625;"There's been a storm, Your Majesty."
456;1885125;1886041,6667;"No one's coming!"
457;1886125;1887000;"[yells]"
458;1887083,3334;1890166,6667;"Then we fight alone.
We cannot surrender Cintra!"
459;1890250;1891250;"Nor will we!"
460;1899375;1900500;"[gasps]"
461;1903958,3334;1905500;"[gasping]"
462;1906291,6667;1907250;"Eist!"
463;1914416,6667;1916416,6667;"[wails]"
464;1919041,6667;1921041,6667;"[screams]"
465;1922541,6667;1923375;"[gasps]"
466;1926375;1927541,6667;"Move!"
467;1927625;1928500;"[gasps]"
468;1930916,6667;1932458,3334;"No!"
469;1935708,3334;1940166,6667;"[woman] Guide us to the safety
of your arms, hold us in your light,"
470;1940666,6667;1944708,3334;"protect us from the imperial darkness
that threatens our souls."
471;1947458,3334;1948666,6667;"[gasps]"
472;1950583,3334;1951750;"Princess Cirilla..."
473;1952416,6667;1953458,3334;"Hm."
474;1957625;1959250;"-[sighs]
-[Martin] Are we going to be okay?"
475;1959333,3334;1962708,3334;"[woman] Don't worry, Martin.
The Queen will defeat Nilfgaard."
476;1963625;1964875;"We will go home soon."
477;1971875;1973041,6667;"Your Highness."
478;1975375;1976583,3334;"[door opens]"
479;1976666,6667;1978750;"[man] ...won't stop
until they get what they want!"
480;1978833,3334;1981250;"[Calanthe] ...a hundred arrows
on my body first! [sobbing]"
481;1981333,3334;1983125;"Your Majesty, what must..."
482;1983208,3334;1984125;"[door slams]"
483;1988333,3334;1989583,3334;"[gasping]"
484;2002041,6667;2003458,3334;"My sweet child."
485;2008083,3334;2009083,3334;"Careful."
486;2011083,3334;2012041,6667;"Careful."
487;2017333,3334;2019416,6667;"-[sobs]
-Cintra is under attack."
488;2024041,6667;2025250;"Eist is dead."
489;2032750;2035125;"Nilfgaard have made their way
into the city."
490;2035791,6667;2036875;"Why?"
491;2040000;2041166,6667;"The citizens..."
492;2041916,6667;2044375;"how many of them are safe
within our walls?"
493;2044750;2047958,3334;"A hundred or so, Your Majesty.
The guests from the banquet."
494;2050250;2051375;"The supplies..."
495;2052500;2053791,6667;"check we have enough."
496;2056750;2057583,3334;"Aye."
497;2066041,6667;2067750;"You've been brave, my child,"
498;2069375;2070500;"while I've been gone?"
499;2070583,3334;2072708,3334;"I haven't. Ask Mousesack.
I've been impatient."
500;2072791,6667;2075333,3334;"You will rule this land someday."
501;2076625;2078750;"You know that, don't you?"
502;2079500;2081041,6667;"[breathing heavily]"
503;2081833,3334;2083375;"Why are you saying all this?"
504;2087458,3334;2088708,3334;"Are you dying?"
505;2091458,3334;2092625;"My sweet child,"
506;2095125;2098458,3334;"when I go,
it will be far more dramatic than this."
507;2099375;2100416,6667;"[chuckles]"
508;2112916,6667;2114125;"Now, child..."
509;2118125;2119333,3334;"let me rest."
510;2119958,3334;2121041,6667;"Hm?"
511;2123333,3334;2124500;"[sighs]"
512;2144083,3334;2146083,3334;"[rumble of battle]"
513;2148333,3334;2150333,3334;"[crowd clamoring]"
514;2153750;2155333,3334;"[Mousesack] They've reached the gate."
515;2161958,3334;2163500;"[whirring]"
516;2163583,3334;2165625;"[whooshing]"
517;2168958,3334;2170000;"[Ciri] What are you doing?"
518;2173333,3334;2174500;"[yelling]"
519;2180250;2181500;"How long will it hold?"
520;2183250;2184916,6667;"As long as I hold."
521;2186375;2187791,6667;"[gasping]"
522;2195250;2196125;"[sighs]"
523;2196208,3334;2197250;"[birdsong]"
524;2197333,3334;2199458,3334;"[Geralt] You know what Vesemir would say."
525;2199916,6667;2202833,3334;""Witchers shouldn't play
at being white knights."
526;2202916,6667;2205125;"We shouldn't try and uphold the law."
527;2206750;2208166,6667;"We don't show off."
528;2208666,6667;2210416,6667;"We get paid in coin.""
529;2212833,3334;2213708,3334;"And he's right."
530;2215333,3334;2217166,6667;"[blows]"
531;2217708,3334;2218666,6667;"Hm."
532;2219458,3334;2221291,6667;"Want to hear about my first monster?"
533;2221875;2223125;"[snorts]"
534;2223208,3334;2225333,3334;"Wasn't 50 miles outside of Kaer Morhen."
535;2227291,6667;2228500;"He was huge."
536;2229375;2231250;"-Stinking.
-[nickers]"
537;2231333,3334;2232833,3334;"-Bald head.
-[snorts]"
538;2232916,6667;2234083,3334;"-Rotten teeth.
-[blows]"
539;2236791,6667;2238625;"He pulled that girl from the cart,"
540;2239458,3334;2242083,3334;"tore her dress off
in front of her father and said,"
541;2242875;2244458,3334;""It's time you met a real man.""
542;2246666,6667;2248500;"I told him it was time he met one too."
543;2251625;2253291,6667;"It took two strikes to kill him."
