Number;Start time in milliseconds;End time in milliseconds;"Text"
337;1615250;1617458,3334;"-Leave me be!
-[yells]"
338;1621000;1623541,6667;"-You talk.
-[yelling]"
339;1625291,6667;1627041,6667;"Of course I talk!"
340;1627125;1629541,6667;"What happened with you?
Your mother fuck a goat?"
341;1629625;1633708,3334;"I am Torque the Sylvan,
a rare and intelligent creature!"
342;1633791,6667;1635791,6667;"You're a dick. With balls."
343;1635875;1637458,3334;"Balls I got from humans,"
344;1637541,6667;1640500;"who left our food filled with iron
meant to poison me!"
345;1640583,3334;1644208,3334;"-Ow!
-Did your mother fuck a snowman?"
346;1647166,6667;1649166,6667;"You are intelligent, I'll give you that."
347;1650125;1652833,3334;"So I won't kill you,
but you can't stay here."
348;1653875;1655083,3334;"Neither can you."
349;1658375;1660208,3334;"Look into her eyes."
350;1662416,6667;1665375;"Look until a door becomes a window."
351;1666375;1670791,6667;"Seek to understand
your partner's greatest fears."
352;1672458,3334;1673458,3334;"With our eyes?"
353;1674125;1676291,6667;"No, piglet. With chaos."
354;1677458,3334;1680000;"Thought transference
should flow through you,"
355;1680083,3334;1683458,3334;"like learning to dance or swim or kiss."
356;1694291,6667;1695708,3334;"Come on, you can do it."
357;1697083,3334;1698375;"[sighs]"
358;1710208,3334;1711375;"[sighs]"
359;1711458,3334;1713000;"[whispering voices]"
360;1713083,3334;1714833,3334;"...drowning..."
361;1729625;1731375;"Anica's worst fear is snakes."
362;1738791,6667;1739791,6667;"Come here."
363;1750291,6667;1752166,6667;"You take weeks to lift your stone."
364;1752916,6667;1754416,6667;"You can't bend water."
365;1755500;1758500;"You struggle to perform
the simplest physical tasks."
366;1759666,6667;1761666,6667;"And now you lie to me?"
367;1763375;1765250;"Your worst fear makes such sense."
368;1766875;1770708,3334;"Even if you were a beauty,
still, no one would love you."
369;1776750;1777833,3334;"Tissaia's right."
370;1779500;1781875;"I've been here for weeks
and can barely do shit."
371;1785291,6667;1789208,3334;"See, my thought transference trial
at Ban Ard took... three days."
372;1792166,6667;1794125;"Boy I was paired with
had a phobia of cheese."
373;1794208,3334;1796916,6667;"I want to be good. Good at something."
374;1798875;1800041,6667;"You'll get there."
375;1802458,3334;1803375;"I didn't give up."
376;1804541,6667;1805708,3334;"Now I can read minds."
377;1806625;1808541,6667;"Great. Is that what you're doing?"
378;1809500;1810791,6667;"[sighs]"
379;1817916,6667;1820500;"You can read me, if you like."
380;1820583,3334;1821583,3334;"[scoffs]"
381;1830125;1832208,3334;"-I don't think it's working.
-You can see."
382;1833250;1834250;"You can see."
383;1835666,6667;1836666,6667;"Just..."
384;1839583,3334;1841416,6667;"[sighs] Just look past."
385;1854875;1855875;"I see them."
386;1863000;1864000;"What are they?"
387;1865291,6667;1866333,3334;"Moon jellyfish."
388;1869666,6667;1871166,6667;"I... I can hear them."
389;1873375;1874875;"Cicadas in summer."
390;1874958,3334;1876041,6667;"[gasps]"
391;1881791,6667;1882833,3334;"I can taste it."
392;1883666,6667;1885416,6667;"-[laughs]
-Hmm."
393;1887541,6667;1889708,3334;"[both sigh]"
394;1890625;1891833,3334;"It's warm bread."
395;1899958,3334;1901791,6667;"Are these the things you love?"
396;1903958,3334;1906208,3334;"These are the things
I thought you would love."
397;1924458,3334;1925541,6667;"[sighs]"
398;1927500;1928583,3334;"So tired."
399;1930333,3334;1931708,3334;"But I can't sleep, either."
400;1934083,3334;1935708,3334;"You're still scared, aren't you?"
401;1938625;1939750;"Well, you're safe now."
402;1941000;1942166,6667;"I've got you."
403;1947583,3334;1948625;"I'm looking for..."
404;1952666,6667;1953916,6667;"for Geralt of Rivia."
405;1956375;1957416,6667;"Do you know him?"
406;1958291,6667;1959333,3334;"Afraid I don't."
407;1963750;1964708,3334;"He's a knight?"
408;1967208,3334;1968208,3334;"I don't know."
409;1972083,3334;1974541,6667;"What about your mother or your father?"
410;1975458,3334;1977291,6667;"My parents died when I was a baby."
411;1981500;1983416,6667;"My grandmother took care of me."
412;1984291,6667;1985291,6667;"Where is she?"
413;1992625;1993625;"She, um..."
414;1995291,6667;1996291,6667;"died."
415;1999458,3334;2000958,3334;"In the Nilfgaard attack."
416;2002250;2005000;"[mother] Oh. I'm so sorry."
417;2012458,3334;2013708,3334;"I'm sorry, too."
418;2017166,6667;2018583,3334;"For your family."
419;2019916,6667;2021583,3334;"We'll get through this together."
420;2024041,6667;2025666,6667;"We take care of our own."
421;2029166,6667;2030166,6667;"[sighs]"
422;2039750;2040958,3334;"[rumbling]"
423;2041041,6667;2043041,6667;"[thunder crashing]"
424;2044916,6667;2046916,6667;"[door opens]"
425;2049791,6667;2050791,6667;"Get up."
426;2061833,3334;2063125;"Welcome, Fringilla."
427;2063875;2065041,6667;"Welcome, Lark."
428;2065916,6667;2067166,6667;"Welcome, Doralis."
429;2068875;2070208,3334;"Welcome, Sabrina."
430;2073291,6667;2076041,6667;"And welcome back, piglet."
431;2081166,6667;2083041,6667;"[thunder claps]"
432;2083125;2086625;"Tor Lara, the Tower of the Gull."
433;2087625;2090375;"The most potent place on the continent."
434;2092458,3334;2095458,3334;"Off-limits,
except to the Brotherhood of Sorcerers."
435;2096000;2097333,3334;"Why?"
436;2097416,6667;2099291,6667;"[screaming]"
437;2101041,6667;2103500;"This trial tests your ability"
438;2103583,3334;2106833,3334;"to control 
the ultimate expression of chaos."
439;2107916,6667;2110791,6667;"Catch lightning in a bottle."
440;2111416,6667;2114666,6667;"-That's impossible.
-No, it's magic."
441;2117333,3334;2118333,3334;"Doralis."
442;2127583,3334;2128583,3334;"Bottle up."
443;2130708,3334;2131916,6667;"Now."
444;2141250;2142541,6667;"[whimpering]"
445;2145333,3334;2147416,6667;"-She's still breathing.
-[thunder rumbles]"
446;2147500;2149291,6667;"Lark, move Doralis aside."
447;2152625;2154000;"Anica, your turn next."
448;2155250;2156250;"Quickly."
449;2157708,3334;2159541,6667;"-You can do this.
-[Tissaia] Quickly."
450;2167958,3334;2168958,3334;"I did it."
451;2169666,6667;2171291,6667;"-[squeaks]
-[screams]"
452;2171375;2173250;"-[whimpering]
-Piglet, your turn."
453;2176083,3334;2177583,3334;"[whimpering]"
454;2177666,6667;2178791,6667;"Faster."
455;2189791,6667;2190833,3334;"[screams]"
456;2193250;2196416,6667;"[Tissaia] 
Sabrina, show these girls how it's done."
457;2205166,6667;2206583,3334;"[gasps]"
458;2208875;2211833,3334;"[Tissaia] The strong amongst the weak."
459;2220750;2222041,6667;"[screaming]"
460;2227000;2228583,3334;"[scream echoes and fades]"
461;2229375;2230833,3334;"[thunder rumbles]"
462;2243791,6667;2246750;"[thunder crashing]"
463;2246833,3334;2249333,3334;"What you did there 
was pathetic and dangerous."
464;2250125;2251625;"Felt pretty powerful to me."
465;2253250;2256541,6667;"There are mages like Sabrina
who ignore their emotions."
466;2257791,6667;2261833,3334;"And then there are mages like us
who are consumed by them."
467;2263500;2264500;"Like us?"
468;2265666,6667;2268833,3334;"Your first night here at Aretuza,
you tried to kill yourself."
469;2269791,6667;2273083,3334;"And tonight,
you almost killed someone else."
470;2274416,6667;2277750;"It is your job to control chaos,
not become it."
471;2277833,3334;2280666,6667;"-I can.
-But if I send you to advise a king,"
472;2280750;2283458,3334;"and your precious little feelings get hurt
when he won't listen,"
473;2283541,6667;2287625;"and you submit to chaos,
he dies, his people turn on us."
474;2287708,3334;2289166,6667;"Whose fault would that be?"
475;2289250;2290250;"-Mine.
-No."
476;2291041,6667;2293541,6667;"Mine for letting you ascend."
477;2295000;2297250;"-I understand.
-Do you?"
478;2300750;2303125;"You lie. You keep secrets."
479;2303833,3334;2306791,6667;"You succumb to emotion, to weakness."
480;2313000;2314958,3334;"Do you actually have what it takes?"
481;2318208,3334;2319333,3334;"[men shouting]"
482;2324083,3334;2325083,3334;"[grunts]"
483;2326375;2327416,6667;"[grunts]"
484;2328041,6667;2330250;"[groaning]"
485;2330958,3334;2333291,6667;"-[grunting]
-This is the part where we escape."
486;2333375;2336166,6667;"-This is the part where they kill us.
-Who's they?"
487;2337250;2338125;"[groans]"
488;2338208,3334;2339416,6667;"[in Elder] Beast!"
489;2340333,3334;2342625;"-Elves.
-Oi, that's my lute. Give that back."
490;2342708,3334;2344916,6667;"Quick, Geralt. Do your-your witchering--"
491;2345000;2346166,6667;"-Shut up!
-No."
492;2346250;2347958,3334;"-[groans]
-[in Elder] You shut up!"
493;2348041,6667;2349958,3334;"My Elder speech is rough.
I only got part of that."
494;2350041,6667;2351583,3334;"Humans, shut up."
495;2351666,6667;2353583,3334;"[in Elder] 
Ah, got it, thanks so much."
496;2353666,6667;2356041,6667;"-Do you wanna die right now?
-As opposed to later?"
497;2356125;2358250;"-No, please, not the lu--
-Leave off!"
498;2358333,3334;2360375;"-He's just a bard.
-[groans]"
499;2360458,3334;2362666,6667;"You don't deserve the air you breathe."
500;2362750;2365250;"-[lute jangles]
-Everything you touch, you destroy."
501;2366583,3334;2367583,3334;"[groans]"
502;2369750;2370750;"[groans]"
503;2371875;2374041,6667;"You hide in your golden palaces."
504;2374125;2378666,6667;"You beat a bound man,
too scared to even look him in the eye!"
505;2378750;2380833,3334;"Do you like my palace? Hmm?"
506;2382041,6667;2385125;"Does it live up to the tales
you humans tell?"
507;2385208,3334;2386833,3334;"-[grunts]
-[laughs]"
508;2386916,6667;2389083,3334;"-Yeah, take that, pointy.
-[coughing]"
509;2391916,6667;2393333,3334;"[wheezes and coughs]"
510;2394708,3334;2396500;"Wait, what's-what's wrong with her?"
511;2396583,3334;2398791,6667;"-She's sick.
-Oh, and who's this?"
512;2398875;2401791,6667;"-[coughing]
-He's Filavandrel, King of the Elves."
513;2401875;2404958,3334;"Not a king. Not by choice."
514;2405041,6667;2406625;"You were stealing for them."
