Number;Start time in milliseconds;End time in milliseconds;"Text"
49;306375;307208,3334;"Run."
50;310375;311333,3334;"[gasps]"
51;313375;314208,3334;"[groans]"
52;314291,6667;315333,3334;"[Black Knight] I said run!"
53;317416,6667;319125;"[whimpering]"
54;323333,3334;324500;"[horse neighs]"
55;325625;327083,3334;"[yells]"
56;334916,6667;336916,6667;"[breathing heavily]"
57;351875;354291,6667;"Everything you've ever done,"
58;355166,6667;356333,3334;"ever debated,"
59;357208,3334;358458,3334;"ever dreamed,"
60;358541,6667;360500;"is in our head now."
61;361041,6667;362333,3334;"Even this morning,"
62;364208,3334;366750;"when you thought to take your life."
63;367541,6667;369000;"He didn't want to be abused."
64;369083,3334;370125;"[doppler] Incorrect."
65;371958,3334;374416,6667;"He didn't want to be used. 
[chuckles]"
66;377291,6667;379708,3334;"You can't change the world this way."
67;380791,6667;383250;"Only one of us will be alive to find out."
68;388166,6667;389125;"Yeah."
69;392250;393500;"[gasping]"
70;401666,6667;403166,6667;"[gasps]"
71;406333,3334;408541,6667;"You don't know what you're doing."
72;409375;411083,3334;"[groaning]"
73;412333,3334;415041,6667;"You don't know what she is."
74;417666,6667;420250;"She will end up where she belongs."
75;420333,3334;422791,6667;"-[cracking]
-[Mousesack whimpers]"
76;436708,3334;437750;"[sighs]"
77;442166,6667;444333,3334;"Would've made a terrible noose."
78;444916,6667;447041,6667;"You're to bring me the girl alive."
79;448125;449583,3334;"So many rules."
80;451791,6667;452916,6667;"Fine."
81;453875;455125;"But it'll cost you."
82;456916,6667;458791,6667;"Children are our favorite."
83;480541,6667;481916,6667;"You're a wee bit shy."
84;482750;485000;"I've never been shy a day in my life."
85;485708,3334;487041,6667;"Count it again."
86;487125;488666,6667;"Times are shifting, my dear."
87;489833,3334;491708,3334;"My rates have gone up
since last we spoke."
88;492416,6667;494625;"I've found more demand for my services."
89;494708,3334;496583,3334;"Then your customers will be
awfully disappointed"
90;496666,6667;499208,3334;"when they find a charred spot
where you once stood."
91;500750;502916,6667;"None more so than yourself."
92;504250;505708,3334;"You've come so far already."
93;506375;507875;"Just a few more..."
94;507958,3334;509541,6667;"treatments should do the trick."
95;512875;513875;"Isn't it lovely,"
96;514583,3334;515750;"the life we've chosen?"
97;516833,3334;519208,3334;"Not being bound
by the rules of the Brotherhood."
98;520000;522125;"Living off the grid with no resources."
99;522750;524541,6667;"Mm. It's a dream come true."
100;525333,3334;526458,3334;"[loud thud]"
101;526541,6667;529166,6667;"Lucky for you, you found your way
to an intolerant kingdom."
102;529875;533375;"For quick coin,
head to the nearest town in any direction."
103;534125;536000;"Your skills will be rewarded."
104;536083,3334;539208,3334;"If it's as you say, then why aren't you
out there taking advantage?"
105;539708,3334;540958,3334;"As you're so inclined."
106;541041,6667;541875;"[Hemet chuckles]"
107;543416,6667;544958,3334;"Because my customers..."
108;545833,3334;546666,6667;"come to me."
109;547458,3334;548458,3334;"Hm."
110;548541,6667;550083,3334;"[Hemet] 
I see a lot of myself in you."
111;551083,3334;552291,6667;"Follow my footsteps."
112;552750;553916,6667;"You could gain some repute."
113;555375;558083,3334;"Find a whole new career
to fund what you..."
114;558625;560708,3334;"so desperately want."
115;562666,6667;563791,6667;"[chuckles]"
116;565416,6667;566708,3334;"With mages like us,"
117;567125;569083,3334;"word of mouth is paramount."
118;569166,6667;571583,3334;"There is no "us." There's only me."
119;571666,6667;574166,6667;"And I know a thing or two
about stirring word of mouth."
120;578583,3334;580833,3334;"[indistinct chatter]"
121;582750;584583,3334;"[woman] I'd given up altogether."
122;584666,6667;588458,3334;"Love, that's nice,
but not on the cards for me."
123;588958,3334;590208,3334;"Not in my lifetime."
124;590625;593208,3334;"It took me nearly a whole one to find him."
125;594333,3334;595458,3334;"[sighs]"
126;596708,3334;597541,6667;"[woman moans softly]"
127;599625;602208,3334;"As you can see,
passion is not the trouble."
128;603416,6667;604416,6667;"Our issue..."
129;605333,3334;608750;"my... issue is of a mechanical nature."
130;608833,3334;609666,6667;"[Yennefer] Hm."
131;610041,6667;611041,6667;"I have just the thing."
132;612916,6667;614208,3334;"Now, be prepared."
133;614958,3334;616958,3334;"The spell should take effect quickly,"
134;617041,6667;620625;"and will endure until your lady utters
a handpicked magic word."
135;622916,6667;624125;"Anything come to mind?"
136;624208,3334;625208,3334;"Kumquat?"
137;625708,3334;627500;"You arrived at that rather quickly."
138;628083,3334;628916,6667;"Kumquat it is."
139;638750;640333,3334;"[indistinct chanting]"
140;640416,6667;642041,6667;"[groans]"
141;643583,3334;644791,6667;"[coughs]"
142;645500;646375;"[gasps]"
143;652458,3334;654375;"We'd better go now, schnucki."
144;659916,6667;661000;"[door opens]"
145;662833,3334;664125;"[door closes]"
146;664208,3334;665708,3334;"What is this..."
147;665791,6667;668416,6667;"wretched business here?"
148;670166,6667;671416,6667;"Did you not understand the sign?"
149;677375;679208,3334;"Are you familiar with who I am?"
150;680291,6667;681333,3334;"[coins clink]"
151;687166,6667;690125;"Well, won't you end this
rather melodramatic suspense and tell me?"
152;690208,3334;691958,3334;"He is Beau Berrant."
153;692041,6667;695041,6667;"Perhaps you are not aware 
of the rules here?"
154;695125;697583,3334;"If you are casting spells,"
155;697666,6667;700083,3334;"I need to collect
what's due to the kingdom."
156;701750;705458,3334;"I'm afraid those terms
seem rather shite to me."
157;707666,6667;709416,6667;"[chuckles]"
158;710458,3334;713708,3334;"I did suspect
you possessed such a predilection."
159;714625;715708,3334;"Though I am less..."
160;716791,6667;719208,3334;"burly than your usual type."
161;730583,3334;732541,6667;"[Dryad General, in Elder]
We can't trust her."
162;732625;734958,3334;"She hid her identity, her past,"
163;735708,3334;737000;"her ties to Cintra..."
164;737458,3334;740041,6667;"Shan-Kayan is the only reason
we know who she is."
165;740500;742208,3334;"Ciri was scared."
166;743041,6667;745708,3334;"Perhaps she can't yet trust us."
167;745791,6667;747291,6667;"We still don't know her intent."
168;747958,3334;749208,3334;"She's a girl..."
169;749291,6667;751625;"Who possesses the power of a weapon."
170;751708,3334;754375;"In Brokilon, she can be molded."
171;755583,3334;758458,3334;"She can become one of us."
172;758541,6667;760166,6667;"She's not one of us."
173;763500;765083,3334;"Nilfgaardian spies."
174;765750;768250;"Found them searching our border."
175;771291,6667;775208,3334;"Their whole army will arrive.
It's only a matter of time."
176;776458,3334;779166,6667;"What if this girl..."
177;780375;781666,6667;"is our only way..."
178;782208,3334;783666,6667;"to survive?"
179;783750;785666,6667;"[rustling]"
180;792875;793708,3334;"Ciri..."
181;795708,3334;797791,6667;"[in English] ...will be allowed to stay."
182;801333,3334;802333,3334;"[exhales deeply]"
183;826916,6667;828333,3334;"I don't think they like me."
184;830750;833708,3334;"When Queen Calanthe
closed the borders of Cintra,"
185;835083,3334;836708,3334;"it was to protect her people."
186;838333,3334;840416,6667;"The General wants to protect us."
187;841708,3334;843000;"We all make decisions."
188;844250;846791,6667;"The sword of destiny has two edges."
189;849041,6667;850208,3334;"What does that mean?"
190;850291,6667;852083,3334;"You must make the choice."
191;852166,6667;856166,6667;"You can stay.
Or you can continue on your search."
192;856833,3334;858166,6667;"What do you want to do?"
193;863625;867333,3334;"[Jaskier] ♪ 'Cause you all know
That this bard ♪"
194;867416,6667;870250;"♪ Loved ladies from Nilfgaard ♪"
195;870333,3334;873333,3334;"♪ 'Cause Nilfgaard can kiss my... ♪"
196;873791,6667;874916,6667;"Geralt!"
197;875000;875875;"Hello."
198;876333,3334;879625;"What's it been, months? Years?
What is time, anyway?"
199;880041,6667;881500;"I heard you were in town."
200;881583,3334;884041,6667;"Are you following me, you scamp?"
201;884875;886333,3334;"I mean, I'm flattered and everything,"
202;886416,6667;889000;"but you should really think
about getting a hobby one of these days."
203;890041,6667;891250;"Ugh!"
204;891333,3334;892583,3334;"Do you want some?"
205;892666,6667;895375;"-"How are you doing?" I hear you ask.
-I didn't."
206;895458,3334;897291,6667;"Well, the Countess de Stael,"
207;897375;900375;"my muse and beauty of this world,"
208;900458,3334;902041,6667;"has left me."
209;902666,6667;905708,3334;"Again. Rather coldly and unexpectedly,
I might add."
210;906791,6667;909083,3334;"I fear I shall die a brokenhearted man."
211;910125;912000;"Or a hungry one, at the very least,"
212;912083,3334;915458,3334;"unless somebody fancies sharing a fish
with an old friend?"
213;916875;918416,6667;"Oh, are we not using "friend"?"
214;919041,6667;921375;"Yeah, sure. 
Let's just give it another decade."
215;922250;924458,3334;"Geralt, you're fantastic
at a great many things,"
216;924541,6667;926541,6667;"but clearly, fishing is not one of them."
217;926625;928333,3334;"Have you caught anything today?"
218;929166,6667;930875;"What are you fishing for, exactly?"
219;931666,6667;932500;"Is it cod?"
220;933666,6667;934500;"Carp?"
221;935541,6667;936625;"Pike?"
222;937041,6667;937875;"Bream?"
223;937958,3334;939708,3334;"I'm just--
I'm just listing fish that I know."
224;939791,6667;941083,3334;"Zander? Is that a fish?"
225;941166,6667;942208,3334;"I'm not fishing."
226;943166,6667;944208,3334;"I can't sleep."
227;944875;946041,6667;"Right. Good."
228;947333,3334;948916,6667;"Well, that-- that makes sense."
229;949000;950375;"Insomuch that it sort of..."
230;951000;951833,3334;"doesn't."
231;951916,6667;953541,6667;"What's going on, Geralt? Talk to me."
232;954500;955500;"[sighs]"
233;958916,6667;960375;"-A djinn.
-[Jaskier] A what?"
234;960875;962291,6667;"[Geralt] I'm looking for a djinn."
235;962375;964458,3334;"For a dj-- For a djinn? 
A dj-- Like a genie?"
236;964541,6667;967708,3334;"[laughs] The floaty fellas
with the... the bad tempers"
237;967791,6667;969416,6667;"and the banned magics,
that kind of genie?"
238;969500;971041,6667;"-Yes. It'll grant me wishes.
-[laughs]"
239;971125;972291,6667;"It's in this lake somewhere."
240;972375;973833,3334;"And I can't fucking sleep!"
241;978208,3334;979083,3334;"[grunts]"
242;979166,6667;981458,3334;"I don't mean to play priest's ear
or anything,"
243;981541,6667;985375;"but has it occurred to you that maybe
we're merely rubbing salve on a tumor?"
244;985458,3334;988583,3334;"Not exactly addressing the root cause
of the problem?"
245;988666,6667;989708,3334;"Hm?"
246;989791,6667;992208,3334;"I mean, maybe, just-- just maybe,"
247;992291,6667;994416,6667;"this whole sleeplessness-ness"
248;994500;998291,6667;"has got something to do with what 
the druid Mousesack said to you in Cintra?"
249;999875;1001458,3334;"You know, the Law of Surprise?"
250;1002166,6667;1003125;"Destiny?"
251;1004250;1007166,6667;"Being unable to escape the child
that belongs to you, et cetera, et cetera?"
252;1007250;1009000;"No! It's not that."
253;1010875;1012291,6667;"Yeah, you're probably right."
254;1014250;1015166,6667;"But what if you're not?"
255;1016875;1019208,3334;"You know, the Countess de Stael
once said to me"
256;1019291,6667;1023875;"that destiny is just the embodiment
of the soul's desire to grow."
257;1023958,3334;1027208,3334;"-Did you sing to her before she left?
-I did, actually, and she..."
258;1028000;1029625;"Why, what are you implying?"
259;1031833,3334;1033125;"Oh... [laughs]"
260;1033208,3334;1036458,3334;"We are so having this conversation.
Come on, Geralt. Tell me. Be honest."
261;1036958,3334;1038875;"How's my singing?"
262;1040000;1041166,6667;"[water splashes]"
263;1041541,6667;1044250;"It's like ordering a pie
and finding it has no filling."
264;1044708,3334;1045791,6667;"[stutters in shock]"
265;1048875;1051000;"You need a nap!"
266;1051791,6667;1055666,6667;"I mean, are you trying
to hurt my feelings, Geralt? It's..."
267;1056083,3334;1059875;"It's down-- downright indecorous of you,
if I'm completely honest, and--"
268;1059958,3334;1062208,3334;"[stammers] Wow. Wow. 
What is-- what is that?"
269;1063500;1064916,6667;"It's a wizard's seal."
270;1065916,6667;1067750;"-The djinn.
-[Jaskier] Do you mind if I--"
271;1068250;1070541,6667;"-Jaskier.
-Take it back about my fillingless pie."
272;1070625;1072375;"Take it back, you get
your djinny-djinn-djinn."
273;1072458,3334;1075958,3334;"-Let go.
-No! No, let go, you horse's arse!"
274;1078041,6667;1079166,6667;"Hm."
275;1080000;1081458,3334;"That's a bit of an anticlimax."
276;1082000;1084041,6667;"[breeze stirring]"
277;1084125;1085916,6667;"-Or is it?
-[wind rising]"
278;1086000;1089625;"Djinn, I have freed thee,
and as of this day, I am thy lord."
279;1090083,3334;1093208,3334;"Firstly, may Valdo Marx,
the troubadour of Cidaris,"
280;1093291,6667;1096041,6667;"be struck down with apoplexy
and die."
281;1096125;1100125;"Secondly, the Countess de Stael
must welcome me back with glee,"
282;1100208,3334;1103416,6667;"open arms and very little clothing."
283;1103500;1104708,3334;"-Thirdly--
-Jaskier!"
284;1104791,6667;1105916,6667;"-Wha--
-Stop!"
285;1106000;1108166,6667;"-[panting]
-There are only three wishes."
286;1108250;1110541,6667;"Oh, come on, you always say
you want nothing from life."
287;1110625;1112833,3334;"How was I to know
you wanted three wishes all to yourself?"
288;1112916,6667;1115125;"-I just want some damn peace!
-Well, here's your peace!"
289;1115208,3334;1116833,3334;"-[amphora smashes]
-[growls]"
290;1116916,6667;1118625;"[wind whistling]"
291;1118708,3334;1120125;"[Geralt groans]"
292;1120958,3334;1122416,6667;"[choking]"
293;1123416,6667;1124500;"[coughs and gasps]"
294;1124583,3334;1125583,3334;"Geralt..."
295;1126041,6667;1127541,6667;"Geralt... it's the djinn!"
296;1128333,3334;1129166,6667;"[yells]"
297;1131041,6667;1132666,6667;"[screeching and growling]"
298;1134958,3334;1136750;"[Jaskier wheezes]"
299;1136833,3334;1138375;"[coughs]"
300;1140458,3334;1142041,6667;"[wheezing]"
301;1142708,3334;1143541,6667;"[Geralt] Jaskier."
302;1148000;1150000;"[coughing]"
303;1153875;1155375;"Is there a doctor here?"
304;1155458,3334;1157958,3334;"Yes, yes. Chireadan, the elf healer."
305;1158041,6667;1159041,6667;"Over there."
306;1159833,3334;1161833,3334;"[Jaskier wheezing]"
307;1166291,6667;1167375;"[groans]"
308;1167458,3334;1169666,6667;"A djinn in a bottle? 
It's like a fairy tale."
309;1169750;1172166,6667;"Without the happy ending.
Can you help him?"
310;1172250;1174250;"[wheezing]"
311;1174833,3334;1177583,3334;"[gasping for breath]"
312;1179166,6667;1180708,3334;"Oh, dear."
313;1181333,3334;1182333,3334;"What?"
314;1182791,6667;1185833,3334;"I assure you I have received
the best medical education"
315;1185916,6667;1187375;"right here in Rinde, but..."
316;1188416,6667;1190416,6667;"these injuries are of a magical nature."
317;1190500;1193000;"I can help with the pain,
but it's a bit like..."
318;1193083,3334;1194708,3334;"Putting salve on a tumor?"
319;1194791,6667;1195625;"No!"
320;1195708,3334;1197291,6667;"His throat was attacked."
321;1198250;1201333,3334;"If the spell's action isn't halted
as soon as possible,"
322;1201416,6667;1203833,3334;"that damage might be irreversible."
323;1203916,6667;1205541,6667;"[groans] Wha--"
324;1208125;1210458,3334;"[Chireadan]
And the longer he goes untreated,"
325;1210541,6667;1212541,6667;"the more likely it is to spread."
326;1213125;1214500;"-He could die.
-[gasps]"
327;1214583,3334;1215750;"Fuck! Geralt."
328;1215833,3334;1216875;"Uh..."
329;1216958,3334;1218541,6667;"Yeah, we won't let that happen."
330;1224916,6667;1228416,6667;"The medicine should buy him a few hours,
but he needs a magical remedy."
331;1229666,6667;1231666,6667;"You'll have to take him to another town."
332;1231750;1232958,3334;"There isn't a mage here?"
333;1234833,3334;1235750;"Uh..."
334;1236666,6667;1238583,3334;"The mayor says they are dangerous."
335;1240875;1242166,6667;"What aren't you saying?"
336;1243333,3334;1245333,3334;"[Jaskier wheezing]"
337;1246041,6667;1247166,6667;"Tell me."
338;1250041,6667;1250875;"Well..."
339;1251750;1252625;"there..."
340;1254416,6667;1255833,3334;"there is one mage."
341;1256958,3334;1257791,6667;"I..."
342;1258416,6667;1260875;"was tasked
with bringing this mage to justice."
343;1261583,3334;1264000;"But I was unable
to penetrate certain defenses."
344;1264875;1268875;"The mayor himself has made the catch
and has imprisoned the mage in his house."
345;1269291,6667;1271000;"That wasn't so fucking hard, was it?"
346;1271083,3334;1272708,3334;"-[groans in pain]
-[Chireadan] Be careful."
347;1272791,6667;1274541,6667;"The mage is powerful and malicious."
348;1275833,3334;1276875;"And quite cunning."
349;1277291,6667;1279458,3334;"-I'll go find him.
-[gasping and coughing]"
350;1287333,3334;1288625;"[Tissaia] You like pain."
351;1289208,3334;1290083,3334;"We get it."
352;1294791,6667;1296041,6667;"I inflict pain."
353;1297333,3334;1299625;"My dear,
you still think there's a difference."
354;1301208,3334;1302250;"It's been too long."
355;1303291,6667;1304750;"I haven't seen you for years."
356;1306083,3334;1309083,3334;"Not since you maneuvered your way
onto Aedirn's court."
357;1309166,6667;1311083,3334;"-Mm.
-I heard that went well."
358;1312375;1314250;"King Virfuril is fine, I'm sure."
359;1314333,3334;1315333,3334;"He's dead now."
360;1316541,6667;1318000;"King Demavend reigns now."
361;1319916,6667;1323375;"Down south, Fringilla's thrived
in the post that should've been yours."
362;1324291,6667;1327458,3334;"The rightful heir returned to Nilfgaard
and she's helped him restore peace."
363;1327541,6667;1328541,6667;"Why are you here?"
364;1332833,3334;1334666,6667;"[Tissaia]
You remained hidden for a while,"
365;1336250;1337083,3334;"but now,"
366;1339166,6667;1340541,6667;"you're making noise."
367;1343000;1344166,6667;"You're looking for something."
368;1345500;1346833,3334;"You're wasting your time."
369;1346916,6667;1350541,6667;"The so-called mages you're enlisting
will not help you with your problem."
370;1351666,6667;1355291,6667;"And if you're not careful, you will become
just like them... irrelevant."
371;1357375;1359541,6667;"You are pure chaos right now."
372;1360750;1363125;"You want a cure,
and it's making you sloppy."
373;1367250;1369208,3334;"The Brotherhood left you
to your own devices"
374;1369291,6667;1370333,3334;"once you abandoned Aedirn."
375;1371833,3334;1373000;"But this behavior,"
376;1373541,6667;1376083,3334;"flaunted in direct conflict
with their agenda,"
377;1376166,6667;1377791,6667;"will not be tolerated."
378;1377875;1380250;"-They will come after you.
-[Yennefer] That's why you're here."
379;1381125;1382416,6667;"To warn me."
380;1382500;1383750;"How can I ever repay you?"
381;1383833,3334;1385333,3334;"Don't be petty."
382;1386208,3334;1387041,6667;"This is on you."
383;1388000;1389833,3334;"You knew the cost of enchantment."
384;1389916,6667;1391541,6667;"But I didn't know
what it would mean to me."
385;1392083,3334;1393666,6667;"What does it mean to you?"
386;1394541,6667;1395375;"Why?"
387;1395458,3334;1397583,3334;"Why do you want a baby?"
388;1398125;1399750;"The Continent is vast."
389;1399833,3334;1403166,6667;"Just because you don't know of a cure
doesn't mean there isn't one."
390;1403833,3334;1405625;"It's simply beyond your scope."
391;1410583,3334;1412583,3334;"It is time to move on."
392;1413541,6667;1415041,6667;"Return to Aretuza."
393;1417166,6667;1418375;"No, thank you."
394;1419416,6667;1422416,6667;"Aretuza might be everything to you,
but I'd rather forget it."
395;1422916,6667;1425125;"Aretuza is everything to the Continent,"
396;1425750;1427083,3334;"to world order."
397;1428833,3334;1429833,3334;"I am here"
398;1430291,6667;1433291,6667;"to offer you a chance for redemption."
399;1434125;1438041,6667;"Aedirn, all of this nonsense,
will be forgiven and forgotten."
400;1439125;1442583,3334;"You can use your talents
to shape a new generation."
401;1442666,6667;1443958,3334;"Am I hearing this right?"
402;1446041,6667;1448416,6667;"The great Tissaia wants my help?"
403;1450500;1451458,3334;"What's the matter?"
404;1452458,3334;1453708,3334;"Have you lost your touch?"
405;1453791,6667;1457416,6667;"Only you can be thrown a lifeline
and think that you are saving me."
406;1457833,3334;1461041,6667;"You're afraid
I'll be everything you could never be..."
407;1461833,3334;1462875;"without you."
408;1464333,3334;1465541,6667;"Which is the rub."
409;1465625;1469500;"You only want me to do well
so long as you had your hand in it."
410;1472458,3334;1473958,3334;"How did we get this way?"
411;1476541,6667;1478958,3334;"I gave you all I could give."
412;1479833,3334;1481000;"What more do you want?"
413;1482416,6667;1483416,6667;"Everything."
414;1486708,3334;1488041,6667;"You may go, Rectoress."
415;1488666,6667;1490375;"I have business to attend to."
416;1501541,6667;1503125;"[horse neighing]"
417;1510000;1511166,6667;"-Whoa!
-[horse neighs]"
418;1511250;1512333,3334;"[guard] A fee for entrance."
419;1512416,6667;1513541,6667;"[Jaskier wheezes]"
420;1513625;1515583,3334;"A fee to see the mayor?
This is urgent."
421;1515666,6667;1517166,6667;"I don't make the rules,"
422;1517250;1520083,3334;"-but money opens all doors.
-[horse nickers]"
423;1520166,6667;1521333,3334;"[Geralt] Hm."
424;1526125;1527750;"-[thuds]
-So it does."
425;1531500;1533500;"[Jaskier wheezing]"
426;1544750;1546875;"-[groans]
-Whoa!"
427;1546958,3334;1548416,6667;"[clattering]"
428;1548500;1549833,3334;"-Whoa.
-[Jaskier wheezes]"
429;1550875;1551958,3334;"[jug shatters]"
430;1554083,3334;1554916,6667;"Welcome..."
431;1555416,6667;1556583,3334;"to my home."
432;1557250;1558583,3334;"You're the Mayor of Rinde?"
433;1559666,6667;1561208,3334;"Not exactly what I was expecting."
434;1561291,6667;1563166,6667;"May-- May-- [whimpers]"
435;1563916,6667;1565875;"Sorry, he's in a bad way."
436;1566625;1568375;"Is there a mage that lives here?"
437;1568916,6667;1571208,3334;"Ah. The apple juice!"
438;1571750;1573083,3334;"She wants some."
439;1573625;1575666,6667;"And she always gets..."
440;1576416,6667;1577875;"what she wants."
441;1579125;1581750;"I don't understand. Does he want me
to get him the apple juice?"
442;1581833,3334;1583083,3334;"[breathlessly] I don't know."
443;1584041,6667;1586041,6667;"[whimpering]"
444;1586666,6667;1587583,3334;"[Geralt grunts]"
445;1587666,6667;1589125;"[Mayor Rinde snoring]"
446;1591125;1592083,3334;"[Geralt] Oh..."
447;1592166,6667;1593500;"-Good.
-[gasps]"
448;1601083,3334;1602166,6667;"The fuck?"
449;1603666,6667;1604875;"[Jaskier gasps]"
450;1612916,6667;1614291,6667;"[Geralt sighs] Hm."
451;1614375;1616375;"[slow, seductive music playing]"
452;1636250;1637750;"[gasps]"
453;1648000;1649541,6667;"-Stay.
-[wheezes]"
454;1664000;1665000;"I, uh..."
455;1668708,3334;1670125;"brought you apple juice."
456;1672083,3334;1673375;"And quite a bit more."
457;1676916,6667;1678125;"You're immune."
458;1679000;1680375;"You must be the mage."
459;1681000;1682625;"Yennefer of Vengerberg."
460;1682708,3334;1683791,6667;"[Geralt] Hm."
461;1683875;1686291,6667;"Chireadan didn't mention that, uh..."
462;1688625;1690416,6667;"What did he fail to mention?"
463;1693666,6667;1694958,3334;"We need your help."
464;1695500;1696333,3334;""We"?"
465;1698333,3334;1699583,3334;"[wheezes]"
466;1701416,6667;1703000;"Just a friend, I hope?"
467;1706375;1709291,6667;"Your heartbeat, it's extraordinarily slow."
468;1711375;1712833,3334;"You're..."
469;1713916,6667;1714750;"a mutant."
470;1716000;1717041,6667;"A witcher."
471;1717583,3334;1718541,6667;"Geralt of Rivia."
472;1721958,3334;1725625;"The famous White Wolf!"
473;1730041,6667;1733000;"I thought you'd have fangs
or horns or something."
474;1734166,6667;1735958,3334;"I had them filed down."
475;1736333,3334;1738333,3334;"[chuckles]"
476;1738416,6667;1741125;"First time I've seen a witcher up close."
477;1747125;1749583,3334;"What little spells can you cast
with your hands?"
478;1750291,6667;1752541,6667;"Call it professional curiosity."
479;1752666,6667;1753666,6667;"Please,"
480;1754208,3334;1756333,3334;"Jaskier here needs immediate attention."
481;1756416,6667;1758666,6667;"And then, if you'd like,"
482;1759416,6667;1761750;"I'll indulge your curiosity
all night long."
483;1763000;1764416,6667;"It won't take all night."
484;1765625;1768166,6667;"But I'm sure we can find a way
to fill the time."
485;1768708,3334;1770166,6667;"He was attacked by a djinn."
486;1771125;1771958,3334;"A djinn?"
487;1774291,6667;1775916,6667;"Whatever's wrong with him,"
488;1776583,3334;1777666,6667;"it's spreading."
489;1779500;1780500;"Fix it,"
490;1780916,6667;1782125;"and I'll pay you."
491;1784125;1785708,3334;"Whatever the price."
492;1785791,6667;1787791,6667;"[indistinct whispering]"
493;1801083,3334;1803291,6667;"You'll have to do better than juice."
494;1809875;1810708,3334;"Ragamuffin!"
495;1810791,6667;1812291,6667;"[music stops]"
496;1813000;1814750;"[all gasping and murmuring]"
497;1816875;1817708,3334;"[thuds]"
498;1834000;1835708,3334;"He's in a deep healing sleep."
499;1836791,6667;1838333,3334;"How long will he sleep for?"
500;1839291,6667;1840750;"Long enough for you to bathe."
501;1846583,3334;1847791,6667;"How did you..."
502;1847875;1849166,6667;"Oh, right."
503;1850625;1851458,3334;"Magic."
504;1852333,3334;1856208,3334;"And I hardly think bathing in this house
is going to leave me any cleaner."
505;1856291,6667;1857333,3334;"I insist."
506;1858875;1862083,3334;"I can not only guess the age and breed
of your horse,"
507;1862500;1863625;"but also its color..."
508;1864583,3334;1865583,3334;"by the smell."
509;1866125;1867166,6667;"Hm."
510;1867708,3334;1870625;"[Yennefer's footsteps receding]"
511;1875125;1877750;"[Yennefer] Fishing for a djinn
seems an extreme measure"
512;1877833,3334;1879250;"to remedy sleeplessness."
513;1880625;1882958,3334;"When extreme measures seem reasonable,"
514;1884166,6667;1885125;"yes,"
515;1885583,3334;1887416,6667;"-I'm desperate.
-[chuckles]"
516;1888250;1890416,6667;"And yet you didn't ask me
to help with that."
517;1890916,6667;1892875;"Looming death kind of jumped the queue."
518;1894583,3334;1896583,3334;"Now I'm wondering if I can afford you."
519;1897625;1900750;"Have I accidentally agreed
to indentured servitude?"
520;1907208,3334;1908333,3334;"[Yennefer inhales]"
521;1908416,6667;1909416,6667;"[Geralt] Go ahead,"
522;1910000;1911125;"ask about them."
523;1911750;1912791,6667;"Everyone does."
524;1915375;1916875;"Everyone else is boring."
525;1927125;1928125;"Turn around."
526;1928833,3334;1929875;"Hm."
