Number;Start time in milliseconds;End time in milliseconds;"Text"
74;368208,3334;369708,3334;"Anything happens to my horse..."
75;369791,6667;372208,3334;"[chuckles] You don't scare me."
76;379666,6667;380916,6667;"Point me to Temeria."
77;416583,3334;420458,3334;"Years of attacks by this creature,
and the king does nothing."
78;421208,3334;424166,6667;"We must force his hand.
Lay down our picks..."
79;424791,6667;426458,3334;"and refuse to work."
80;426541,6667;427583,3334;"[all] Yeah."
81;427666,6667;431291,6667;"And a half-measure ain't gonna do!
We've got to move on."
82;432458,3334;434125;"Plenty of work south of Sodden."
83;434208,3334;435958,3334;"[others mutter]"
84;436041,6667;437500;"[metal clanks]"
85;438458,3334;439458,3334;"My son..."
86;440833,3334;441875;"rest his soul..."
87;443583,3334;444583,3334;"told me..."
88;446208,3334;447333,3334;"in Nilfgaard..."
89;448333,3334;451875;"the king diddled whores
while his subjects starved."
90;454666,6667;455916,6667;"Then someone came."
91;457291,6667;458875;"The Usurper."
92;458958,3334;464583,3334;"And he rallied the people,
and they took back what was theirs!"
93;464666,6667;465708,3334;"[all] Yeah!"
94;465791,6667;467458,3334;"I say we follow their lead!"
95;467541,6667;468541,6667;"[cheering]"
96;469958,3334;471916,6667;"[Geralt] You can't kill the vukodlak..."
97;473541,6667;475166,6667;"so you decide to kill your king?"
98;477541,6667;478541,6667;"Great plan."
99;478625;480458,3334;"Another fuckin' witcher."
100;481333,3334;483750;"Your kind already swindled us once."
101;483833,3334;487708,3334;"I take payment after the job is done
and for a third of the price."
102;487791,6667;488791,6667;"An apology..."
103;489833,3334;490875;"from my guild..."
104;491625;492625;"to yours."
105;500416,6667;501958,3334;"And if you can't kill it?"
106;503083,3334;504083,3334;"Then I die."
107;515291,6667;516458,3334;"[horse neighs]"
108;516541,6667;517541,6667;"[man] Please."
109;520583,3334;522833,3334;"Everyone remain calm."
110;524541,6667;527541,6667;"Lower your weapons
and return to your homes."
111;527625;530250;"Do so quickly
and without further theatrics..."
112;531083,3334;534791,6667;"and you have my word that our king 
will not hear of this treason."
113;534875;537500;"Foltest commits treason."
114;538791,6667;542708,3334;"He hides in his winter castle
as we are eaten."
115;542791,6667;543791,6667;"[all] Yeah!"
116;549000;550458,3334;"Mikal was a good boy."
117;554875;556958,3334;"Revenge will not ease your pain."
118;560250;561666,6667;"-[spits]
-[all yell]"
119;571625;572666,6667;"You know nothing..."
120;573708,3334;574750;"of my pain."
121;586541,6667;587541,6667;"[sighs]"
122;588541,6667;590041,6667;"Does Foltest have a plan?"
123;591458,3334;593500;"See this one to our borders."
124;593583,3334;597041,6667;"Temeria's had their fill... of witchers."
125;616958,3334;618750;"[neighing]"
126;633125;634458,3334;"Witcher."
127;636291,6667;638833,3334;"You can put down your sword.
I'm not here to hurt you."
128;638916,6667;641375;"Says the witch hiding in the woods."
129;641458,3334;642916,6667;"Sorceress."
130;643000;644000;"Witch."
131;648833,3334;651625;"Triss Merigold.  I serve King Foltest."
132;651708,3334;653625;"So he makes a show
of kicking me out..."
133;654458,3334;657333,3334;"then sends his errand girl
to slip me some coin"
134;657416,6667;658666,6667;"so I kill his monster."
135;660625;662666,6667;"Not a very original plan for a king."
136;662750;663875;"It's my plan."
137;665083,3334;666083,3334;"My coin."
138;667333,3334;669750;"And I don't want you to kill the beast."
139;669833,3334;671583,3334;"I want you to help me save it."
140;679416,6667;680416,6667;"Six years ago,"
141;680500;683375;"stable hands started vanishing
at the castle above the city."
142;683458,3334;686250;"Before long, citizens were disappearing
throughout all Temeria."
143;687166,6667;690708,3334;"Foltest's royal guards soon realized
the creature was coming from the crypt"
144;690791,6667;692750;"where the king's sister Adda is buried."
145;692833,3334;697083,3334;"Rumor has it she was having an affair 
with a young man in town when she died."
146;697166,6667;698166,6667;"Was she pregnant?"
147;699458,3334;703000;"If she were, that would make her child
the sole heir to the throne"
148;703083,3334;704291,6667;"as Foltest never married."
149;705583,3334;708500;"The king fled the castle,
ignoring the rising death toll."
150;708583,3334;710208,3334;"After Nilfgaard overthrew their king,"
151;710291,6667;712375;"the Brotherhood 
couldn't risk it happening again,"
152;712458,3334;715291,6667;"so they sent me here three months ago
to cure the creature."
153;715375;717208,3334;"Vukodlaks are freak mutations."
154;717916,6667;720333,3334;"-They can't be cured.
-Good thing it's not a vukodlak."
155;723583,3334;727208,3334;"Two thousand orens if you can tell me
what exactly killed these people."
156;756375;759458,3334;"You didn't want the people to know
that it bested a witcher."
157;761250;763916,6667;"And you let them believe
that he fled with their coin."
158;781708,3334;783708,3334;"You two clearly weren't acquainted."
159;788500;790583,3334;"His heart's missing along with his liver."
160;791958,3334;794500;"Only one creature I know
is that picky an eater."
161;795750;796958,3334;"A striga."
162;797041,6667;799791,6667;"-Strigas are old wives' tales.
-They're very rare."
163;799875;802041,6667;"The only way to make one
is through a curse."
164;804500;806375;"-Someone wanted Adda dead.
-Mm-hmm."
165;806458,3334;810166,6667;"But the curse didn't stop with Adda.
It turned her daughter into a monster."
166;810250;811291,6667;"Her daughter?"
167;811375;812666,6667;"Strigas are female."
168;815041,6667;816000;"[sighs]"
169;816916,6667;818375;"This striga's a princess."
170;830000;831458,3334;"[sighing]"
171;852541,6667;854375;"Uh... can... can..."
172;855416,6667;856750;"Uh, can they do something?"
173;857541,6667;859333,3334;"Uh, they-- they're just watching."
174;879875;880958,3334;"[groans]"
175;897500;899666,6667;"It was a nice touch with the applause."
176;900541,6667;901375;"[laughs]"
177;902291,6667;904833,3334;"So how many more times
do you think we get to do this?"
178;904916,6667;905958,3334;"I don't know."
179;907750;911041,6667;"Soon you'll be off to your ruins,
dashing explorer."
180;911750;913291,6667;"Part-time dashing explorer."
181;913375;916041,6667;"Stregebor says
Temeria leans heavily on its mages."
182;916166,6667;917791,6667;"So maybe you'll be too busy for me."
183;917875;921666,6667;"Or maybe you'll be too busy for me
once you get a taste of Aedirn revelry."
184;921750;924833,3334;"King Virfuril is handsome. Allegedly."
185;926041,6667;928541,6667;"If I do a good job..."
186;928625;931125;"I can persuade him
to give you access to our ruins."
187;932791,6667;935541,6667;"-Maybe we'll do this forever.
-Yeah."
188;936791,6667;939250;"Well, after the initiation today,
we're in charge."
189;940041,6667;942541,6667;"We get to make the decisions,
be who we want to be."
190;947916,6667;948916,6667;"What's wrong?"
191;949708,3334;952625;"Fringilla and the others 
see their ideal selves so clearly."
192;953541,6667;956291,6667;"They know exactly what they want
for their enchantments."
193;957833,3334;959500;"Stop worrying so much."
194;959583,3334;961333,3334;"Easy for a Ban Ard boy."
195;961416,6667;964583,3334;"You dolts needn't change a single wrinkle
before heading to court."
196;975833,3334;976833,3334;"What do you want?"
197;984666,6667;988000;"Remember that scared girl 
who tumbled at your feet in this cave..."
198;989083,3334;990625;"totally unaware of her power?"
199;996708,3334;999375;"I want to go back home to Aedirn
and never be her again."
200;1004166,6667;1007250;"-You're bound for Aedirn?
-Yes."
201;1011291,6667;1016208,3334;"Let me be candid. You are a...
first draft of what nature intended, yes?"
202;1017125;1020708,3334;"Lucky for you, I'm the final artist."
203;1033041,6667;1037916,6667;"Every girl I enchant 
leaves Aretuza a living work of art."
204;1038000;1039000;"Hmm?"
205;1040125;1041875;"No matter how challenging the clay."
206;1044791,6667;1045791,6667;"[snap]"
207;1067166,6667;1068583,3334;"Perfect for Aedirn."
208;1068666,6667;1071958,3334;"A gray dress assumes importance
without bald ambition."
209;1080500;1084333,3334;"Ah. Not the final look. More a preview."
210;1103416,6667;1105708,3334;"There is not a person alive"
211;1105791,6667;1109000;"that does not look into the mirror
and see some deformity."
212;1110708,3334;1111958,3334;"Except for us."
213;1113791,6667;1118416,6667;"We remake ourselves on our terms.
The world has no say in it."
214;1121333,3334;1122333,3334;"Look."
215;1123958,3334;1126583,3334;"You can free the victim
in the mirror forever."
216;1129708,3334;1131125;"I don't know where to begin."
217;1133958,3334;1134958,3334;"Close your eyes."
218;1141500;1142541,6667;"I said close them."
219;1145791,6667;1148333,3334;"Imagine the most powerful woman
in the world."
220;1149416,6667;1152875;"Her hair, the color of her eyes, yes..."
221;1154875;1157125;"but also the strength of her posture."
222;1158875;1161291,6667;"The poise of her entire being."
223;1165000;1166000;"Do you see her?"
224;1173500;1174500;"Yes."
225;1185708,3334;1186791,6667;"Open your eyes."
226;1190625;1191666,6667;"She is stunning."
227;1204458,3334;1208250;"Miss Merigold, you were dispatched 
to settle a family affair,"
228;1208333,3334;1211291,6667;"not to enlist a mutant mercenary
for a game of sleuthing."
229;1211375;1214541,6667;"This is no game, Captain.
Tonight is a full moon,"
230;1214625;1217208,3334;"and Geralt has already proved himself 
to be invaluable."
231;1217291,6667;1219208,3334;"We believe we can cure the creature."
232;1219291,6667;1220500;"You say she's a girl."
233;1221458,3334;1223916,6667;"Then you will refer to her
as Her Royal Highness."
234;1224000;1227416,6667;"Segelin, I believe urgency"
235;1227500;1230000;"warrants flexibility in court decorum."
236;1231041,6667;1235208,3334;"The witcher's theory is nonsense.
Princess Adda was the people's angel."
237;1235291,6667;1237750;"-Who'd wish to murder her?
-What about her lover?"
238;1239291,6667;1244125;"Seditious rumors. Idle courtesans 
trading out boredom for jealousy."
239;1244208,3334;1246250;"Perhaps if you called off your guards,"
240;1246333,3334;1248250;"if we were able
to search the abandoned castle,"
241;1248333,3334;1250708,3334;"we could find clues as to who cursed her."
242;1250791,6667;1253708,3334;"[Segelin] Except this witcher 
would kill the princess as she sleeps,"
243;1253833,3334;1256250;"-and collect the miners' coin.
-Call her a princess."
244;1257333,3334;1259166,6667;"Call her a unicorn if you'd like to."
245;1260125;1262791,6667;"She grew inside Adda,
feeding on her petrified womb."
246;1262875;1264750;"-Have you no respect?
-Mutating."
247;1265541,6667;1267958,3334;"Growing for years 
till she got so hungry..."
248;1269458,3334;1271250;"she was forced to slither out."
249;1272333,3334;1276875;"Rotten muscle, bent bones,
two spidery legs,"
250;1276958,3334;1281166,6667;"claws dragging in the dirt.
An overgrown abortion."
251;1281250;1282625;"Enough."
252;1282708,3334;1284458,3334;"-[soldier] Your Highness?
-Leave."
253;1307041,6667;1308166,6667;"[guard] Hey!"
254;1308250;1309500;"-Open the door!
-[banging]"
255;1310166,6667;1313625;"-[yelling]
-Open this door! Protect the king!"
256;1315541,6667;1317791,6667;"[yelling and banging continues]"
257;1317875;1318875;"[guard] Witcher!"
258;1323416,6667;1327875;"-Who's the princess' father?
-My men will kill you, Witcher."
259;1328666,6667;1331250;"Hmm. It's funny."
260;1332458,3334;1335916,6667;"You learn that your sister was murdered,
and you didn't even flinch."
261;1337916,6667;1340416,6667;"But the moment
I mention the girl's father..."
262;1343291,6667;1344708,3334;"Why were you never married?"
263;1351000;1352291,6667;"You are speaking to a king."
264;1352375;1353750;"That is exactly my point."
265;1354708,3334;1356583,3334;"Why not produce your own heir?"
266;1356666,6667;1359625;"Why not kill the striga 
and avoid this revolt?"
267;1361083,3334;1362333,3334;"Why drag this all out?"
268;1365208,3334;1367208,3334;"Between you and me..."
269;1369000;1370750;"who is the striga's father?"
270;1383000;1387375;"I remember hearing stories
about witchers when I was a child."
271;1389666,6667;1390875;"Is it true what they say?"
272;1391666,6667;1392666,6667;"[thump on door]"
273;1392750;1396333,3334;"That the mutations
that grant you your... abilities"
274;1396416,6667;1398000;"also erase your emotions?"
275;1398125;1399333,3334;"[guards yell]"
276;1399416,6667;1400416,6667;"Must be."
277;1400500;1402500;"'Cause only a man devoid of all heart"
278;1402583,3334;1404791,6667;"could accuse a brother
of bedding his murdered sister"
279;1404875;1406375;"while urging him to kill her."
280;1413708,3334;1415166,6667;"Leave Temeria."
281;1417208,3334;1418208,3334;"Never return."
282;1432000;1435958,3334;"[Tissaia] Cintra continues their animosity
towards our organization."
283;1436041,6667;1438208,3334;"[Artorius] Don't tell me 
they're employing druids"
284;1438291,6667;1440250;"or worse--fortune tellers."
285;1440333,3334;1442250;"[laughter]"
286;1442333,3334;1446125;"King Dagorad has banned mages from Cintra,
God knows why."
287;1446208,3334;1447958,3334;"I've heard rumors he's taken ill."
288;1448041,6667;1452250;"Now, if the king dies, perhaps his heiress
will be more pliable. Princess..."
289;1452333,3334;1454541,6667;"Calanthe? Good luck with that."
290;1454625;1456958,3334;"Word is she's even more stubborn
than her father is."
291;1457916,6667;1459000;"How fares Nilfgaard?"
292;1459916,6667;1464208,3334;"King Fergus is proving to be
an effective and excitable young king."
293;1464291,6667;1465375;"Horny, she means."
294;1465458,3334;1468833,3334;"Spending the kingdom's money on women
as his people starve to death."
295;1468916,6667;1471125;"Fringilla will be in Nilfgaard
by week's end."
296;1471208,3334;1473541,6667;"She will bring sanity and bread
to the people."
297;1473625;1476750;"Your girl is-- With all due respect,"
298;1476833,3334;1480625;"your niece is only capable
of doing what she's told."
299;1483291,6667;1486500;"No ambitious mage wants to be assigned
anywhere south of Sodden."
300;1487291,6667;1489333,3334;"But Nilfgaard needs correcting."
301;1492875;1497041,6667;"Perhaps we consider sending someone there
with a bit more... spine."
302;1497125;1499291,6667;"Stregobor, did you have anyone in mind?"
303;1499958,3334;1502291,6667;"What about your hunchback protégé?"
304;1502916,6667;1505083,3334;"How's her... spine?"
305;1506250;1509958,3334;"We agreed
Yennefer would thrive in Aedirn."
306;1510041,6667;1512250;"King Virfuril 
prefers mages from his kingdom,"
307;1512333,3334;1516000;"-and Yennefer was born in Vengerberg.
-Oh, we'd be spitting in Dagorad's face"
308;1516083,3334;1518583,3334;"if we send Yennefer
to their biggest trade partner."
309;1519458,3334;1524666,6667;"The only thing Cintra hates
more than mages is... elves."
310;1529708,3334;1531333,3334;"Yennefer's of elven blood?"
311;1532916,6667;1533916,6667;"Quarter elf."
312;1535083,3334;1536750;"Watch a Cintran do that math."
313;1536833,3334;1539666,6667;"Let's not model our wisdom
on prejudice and paranoia."
314;1539750;1541541,6667;"Prejudiced or not, you can't deny"
315;1541625;1544375;"Cintra has operated
outside our influence far too long."
316;1544458,3334;1548833,3334;"[Stregobor] Unchecked kings and queens
lead to rebellions. Massacres."
317;1548916,6667;1551375;"It's the reason this chapter was formed."
318;1551458,3334;1553166,6667;"Still afraid of Falka, are you?"
319;1555041,6667;1557958,3334;"And you, you spare your niece her duties?"
320;1558041,6667;1561291,6667;"Not enough fragrance in Toussaint
to take the stench off that nepotism."
321;1569125;1573916,6667;"Let the Chapter vote, then.
I'll even recuse myself."
322;1574000;1577250;"All in favor of Yennefer to Nilfgaard
instead of Fringilla?"
323;1583750;1585333,3334;"Your Excellence, it's an honor."
324;1590333,3334;1592791,6667;"-The honor is mine.
-[door opens]"
325;1596208,3334;1597541,6667;"King Fergus chose this."
326;1598500;1601125;"-Not me.
-King Fergus of Nilfgaard?"
327;1602375;1604208,3334;"-[sighs]
-What are you talking about?"
328;1605916,6667;1606916,6667;"Uh..."
329;1608291,6667;1609291,6667;"[sighs]"
330;1609375;1610541,6667;"[door opens]"
331;1611333,3334;1613083,3334;"I demand an audience with the Chapter."
332;1615875;1618041,6667;"I handle court assignments, Yennefer."
333;1619333,3334;1621708,3334;"-Not the Chapter.
-You promised me Aedirn."
334;1622333,3334;1624375;"New items came to light
which led me to believe"
335;1624458,3334;1626416,6667;"that you would be a better fit
for Nilfgaard."
336;1626500;1629000;"There's no power in puppeting fools,"
337;1629083,3334;1632250;"especially one who'd sooner
fondle his sorceress than listen to her!"
338;1633666,6667;1635666,6667;"I don't think new items came to light."
339;1637041,6667;1638541,6667;"I think the Chapter overruled you."
340;1639791,6667;1642416,6667;"Is that it? Yeah?"
341;1642500;1644833,3334;"The all-powerful sorceress
Tissaia de Vriess"
342;1644916,6667;1646625;"knocked down from her glass pedestal."
343;1647666,6667;1648875;"[laughs]"
344;1649625;1650625;"'Twas your blood."
345;1654583,3334;1656375;"Efforts in Cintra prevent the Brotherhood"
346;1656458,3334;1659208,3334;"from placing a mage with elven blood
in Aedirn's court."
347;1663583,3334;1665083,3334;"How could you tell them?"
348;1667791,6667;1668791,6667;"I did not."
349;1671291,6667;1672291,6667;"Stregobor did."
350;1673125;1674125;"Divine the rest."
351;1683500;1684500;"[door closes]"
352;1686041,6667;1688041,6667;"[crows cawing]"
353;1692708,3334;1694291,6667;"[wind whistling]"
354;1695333,3334;1697041,6667;"-[rattling]
-[crows cawing]"
355;1706541,6667;1708208,3334;"How many more hours?"
356;1708291,6667;1709291,6667;"Too many."
357;1711708,3334;1713875;"[Triss] You were told to leave Temeria."
358;1713958,3334;1714958,3334;"But come on."
359;1716000;1717083,3334;"These views."
360;1718916,6667;1720291,6667;"Are you going to kill her?"
361;1724583,3334;1726333,3334;"I don't want the miners' coin."
362;1726416,6667;1727458,3334;"Or mine, apparently."
363;1728791,6667;1730083,3334;"What is this girl to you?"
364;1731500;1732541,6667;"Why do you care?"
365;1734125;1735125;"You first."
366;1735791,6667;1738208,3334;"I saw how Foltest and his boy 
spoke to you."
367;1738291,6667;1740083,3334;"Why help those who won't listen?"
368;1744708,3334;1746875;"I'm sure someone as legendary as you"
369;1746958,3334;1749916,6667;"has already figured out several ways
to get past Segelin's guards."
370;1761333,3334;1762625;"[thud]"
371;1763791,6667;1764791,6667;"Move away."
372;1775875;1778708,3334;"Temeria reeks of secrets.
I could sense them."
373;1780041,6667;1782458,3334;"Just like I could these bodies
before we entered."
374;1784750;1786291,6667;"I imagine you sense them, too."
375;1792083,3334;1795666,6667;"Foltest and Adda. What happened to them?"
376;1798166,6667;1801500;"Not answering questions
is a pillar of your brooding charm."
377;1808875;1810708,3334;"Pretty sure Foltest is the father."
378;1829250;1830416,6667;"[Triss] Adda's bedroom."
379;1837125;1838750;"Do you think he cursed her?"
380;1839708,3334;1840708,3334;"Foltest?"
381;1843083,3334;1844083,3334;"Maybe."
382;1859583,3334;1860750;"[inhales]"
383;1865833,3334;1867833,3334;"[whimsical tune plays]"
384;1875916,6667;1877125;"[note plays]"
385;1878791,6667;1879916,6667;"[notes play]"
386;1900208,3334;1901208,3334;"Geralt."
387;1902833,3334;1903833,3334;"Letters."
388;1904666,6667;1907041,6667;"From Queen Sancia, 
Foltest and Adda's mother."
389;1910416,6667;1913458,3334;"A Queen Mother
cursing her own children for their affair."
390;1914875;1916500;"This could destroy the throne."
391;1917666,6667;1919916,6667;"Sancia wanted Adda
to get rid of the child."
392;1920541,6667;1922791,6667;"It seems she refused. Repeatedly."
393;1924000;1926625;"And now she's taken that curse with her
to the grave."
394;1926708,3334;1928708,3334;"You've served the family for decades."
395;1928791,6667;1931166,6667;"Was Sancia involved in 
dark sorcery of any kind?"
396;1931250;1933083,3334;"No. Of course not."
397;1933833,3334;1935625;"What was your relationship to Adda?"
398;1936416,6667;1939916,6667;"Well, I like to think that she saw me
as a confidant."
399;1941541,6667;1943250;"And protector, even."
400;1944500;1947041,6667;"We used to talk at great length
about her troubles."
401;1948000;1949208,3334;"She could be very naive."
402;1950583,3334;1952291,6667;"She ever mention her brother?"
403;1953625;1954958,3334;"Certainly not like this."
404;1955791,6667;1956791,6667;"She was ashamed."
405;1957875;1959083,3334;"Or she was frightened."
406;1960958,3334;1962708,3334;"What if the relationship was not..."
407;1964375;1965375;"consensual?"
408;1966208,3334;1967208,3334;"Hmm."
409;1968541,6667;1971541,6667;"You think he raped Adda,
then cursed the child to cover it up?"
410;1971625;1973541,6667;"Well, kings have done more for less."
411;1975208,3334;1976208,3334;"True."
412;1977916,6667;1980000;"[sighs] There's only one wrinkle, though."
413;1986458,3334;1989083,3334;"-Your scent was on her sheets.
-Geralt."
414;1989166,6667;1990166,6667;"Old ones..."
415;1991000;1992166,6667;"and new ones."
416;1992250;1994541,6667;"What would I be doing
in a dead girl's bed?"
417;1999250;2002500;"I smelled what you were doing."
418;2015500;2017375;"Foltest had no right!"
419;2018541,6667;2021750;"He seduced Adda. Abused his position."
420;2022750;2025166,6667;"He was always nagging her 
for attention."
421;2026083,3334;2027416,6667;"Always nagging!"
422;2028041,6667;2029250;"But he didn't love her."
423;2030875;2033625;"-I did.
-You cursed the woman you loved?"
424;2033708,3334;2035958,3334;"I cursed Foltest, not her."
425;2036041,6667;2038083,3334;"Countless are dead
because of your jealousy."
426;2038166,6667;2040250;"Countless are dead because of Foltest!"
427;2041750;2043875;"He spoiled Adda with his seed."
428;2043958,3334;2046208,3334;"He refuses to kill this striga."
429;2046291,6667;2050416,6667;"He lies to his people.
And yet you wag your finger in my face."
430;2050500;2053875;"If you wanted him to suffer,
you could have just exposed the affair."
431;2053958,3334;2055083,3334;"And hurt Adda?"
432;2057000;2058000;"Never."
433;2059000;2062208,3334;"Her memory will not be sullied,
not while I'm alive to protect it."
434;2064416,6667;2066291,6667;"Tell us how to lift the curse."
435;2068458,3334;2069458,3334;"No."
436;2071875;2076416,6667;"Foltest will watch
as Temeria turns against him."
437;2077791,6667;2080458,3334;"Just as he turned Adda against me."
438;2081416,6667;2082458,3334;"Hmm."
439;2085250;2086250;"Unh."
440;2087083,3334;2091500;"I, Sabrina Glevissig,
offer myself to the Brotherhood"
441;2091583,3334;2095125;"to make good on the promise 
of the Spheres."
442;2096541,6667;2100625;"-To not place power before virtue.
-[murmuring]"
443;2100708,3334;2103166,6667;"-To respect...
-[thinks] Where is she?"
444;2103833,3334;2105541,6667;"[thinks] You didn't hear?"
445;2105625;2108541,6667;"[Sabrina] ...for as long 
as my flesh endures."
446;2108625;2112583,3334;"Welcome to the Brotherhood of Sorcerers.
You may perform your enchantment."
447;2117083,3334;2118083,3334;"Yenna."
448;2119291,6667;2120625;"Yenna, what are you doing?"
449;2121791,6667;2123041,6667;"Undoing what you've done."
450;2125000;2127958,3334;"I'll have my father sign this deed
declaring me his natural-born daughter"
451;2128041,6667;2129041,6667;"and not an elven bastard."
452;2129125;2132375;"Do you really think this slip of paper
will fool the Chapter? Yenna--"
453;2132458,3334;2133916,6667;"Get your hands away from me!"
454;2136458,3334;2137458,3334;"It was a test."
455;2138458,3334;2142083,3334;"It was, uh, an idiotic manipulation.
Forgive me."
456;2142166,6667;2144333,3334;"Can your apology save me from Nilfgaard?"
457;2145375;2146416,6667;"Take me to Aedirn?"
458;2147291,6667;2150333,3334;"-Do they make me more than my blood?
-And you think this will?"
459;2153125;2154125;"Fine."
460;2155000;2156000;"Tell them you lied."
461;2156791,6667;2159958,3334;"Say you concocted this slander 
to gain the favor of your precious rector."
462;2160041,6667;2163458,3334;"It's too late. You missed initiation."
463;2163541,6667;2165916,6667;"The enchantments are done.
Think clearly."
464;2166000;2168958,3334;"You're so smart, aren't you?
You know everything."
465;2169041,6667;2172291,6667;"I'm sorry. I had no way of knowing
how the information would be used."
466;2172375;2174458,3334;"-But neither did you.
-Do not turn this on me."
467;2174541,6667;2177791,6667;"We're pretending your precious rectoress 
never ordered you to spy on me?"
468;2178791,6667;2180000;"[scoffs]"
469;2181291,6667;2183083,3334;"Look, I-I can fix this."
470;2184750;2188833,3334;"The Brotherhood--they've offered me a seat
on the Research Chapter. Me."
471;2189875;2192666,6667;"Okay? Neither of us have to go to court."
472;2195500;2198375;"-You can't be serious?
-We can travel the continent together."
473;2199166,6667;2202250;"We can be together.
We can forge a whole new destiny."
474;2205416,6667;2206541,6667;"Ah."
475;2207875;2211250;"A life holding dustpans
while you brush off forgotten bones?"
476;2213416,6667;2214625;"That's not destiny."
477;2217333,3334;2218833,3334;"It's slow suicide."
478;2223083,3334;2224083,3334;"You don't mean that."
479;2224166,6667;2227875;"Would it frighten you to know you're 
not privy to every one of my thoughts?"
480;2234750;2236000;"You are patronizing me."
481;2242458,3334;2244291,6667;"I was going to Temeria for you."
482;2244375;2245708,3334;"That was your decision."
483;2245791,6667;2248875;"You really think I wish to waste my days 
gossiping at court?"
484;2248958,3334;2250458,3334;"That's your fetish, not mine."
485;2250541,6667;2252375;"A true man would state his desires."
486;2252458,3334;2255041,6667;"Well, how would I recognize them? Huh?"
487;2255125;2258708,3334;"You get off on disguising yours 
as my own. Oh."
488;2260000;2261166,6667;"Stregobor was right."
489;2261250;2264083,3334;"That's exactly why you're here,
exactly what she taught you."
490;2264750;2265750;"Everyone's a pawn."
491;2265833,3334;2267375;"I will not be schooled by a man"
492;2267458,3334;2270083,3334;"who pimps the world 
as some romantic adventure."
